0	1	0.0483373
0	104	0.645835
0	113	0.8759
0	12	0.487404
0	122	0.440317
0	131	0.67403
0	140	0.0501529
0	159	0.27154
0	168	0.765279
0	177	0.340712
0	186	0.248425
0	195	0.366135
0	203	0.532174
0	21	0.528961
0	212	0.203358
0	221	0.513788
0	230	0.358436
0	249	0.507817
0	258	0.42763
0	267	0.0452066
0	276	0.234002
0	285	0.867149
0	294	0.541468
0	30	0.486124
0	302	0.574951
0	311	0.555223
0	320	0.210512
0	339	0
0	348	0.414552
0	357	0.305072
0	366	0.910331
0	375	0.0761965
0	384	0.371693
0	393	0.370614
0	401	0.487546
0	410	0.610379
0	429	0.0418809
0	438	0.0264989
0	447	0.369977
0	456	0.175538
0	465	0.767583
0	474	0.695029
0	483	0.453004
0	49	0.618087
0	492	0
0	500	0.419735
0	519	0.40505
0	528	0.158449
0	537	0.344094
0	546	0.352634
0	555	0.448803
0	564	0.692575
0	573	0.676393
0	58	0.304579
0	582	0.730702
0	591	0.749111
0	609	0.479338
0	618	0.43505
0	627	0.298017
0	636	0.434181
0	645	0.236889
0	654	0.683514
0	663	0.227728
0	67	0.231507
0	672	0.903339
0	681	0.041056
0	690	0.579724
0	708	0.343468
0	717	0.423887
0	726	0.762405
0	735	0.291123
0	744	0.869102
0	76	0.0226088
0	85	0.208667
0	94	0.277805
1	0	0.507772
1	103	0.395631
1	11	0.116713
1	112	0.503852
1	121	0.515547
1	130	0.77643
1	149	0.683616
1	158	0.611615
1	167	0.76018
1	176	0.332897
1	185	0.0783417
1	194	0.652993
1	20	0.831131
1	202	0.589496
1	211	0.720124
1	220	0.274927
1	239	0.211393
1	248	0.0156553
1	257	0.639975
1	266	0.669068
1	275	0.0635484
1	284	0.356711
1	293	0.79509
1	301	0.839774
1	310	0.615495
1	329	0.244299
1	338	0.651892
1	347	0.775084
1	356	0.278552
1	365	0.731088
1	374	0.650535
1	383	0.542221
1	39	0.538225
1	392	0.903267
1	400	0.373754
1	419	0.336392
1	428	0.637175
1	437	0.0339881
1	446	0.533873
1	455	0.773959
1	464	0.653276
1	473	0.507337
1	48	0.836966
1	482	0.706541
1	491	0.382
1	509	0.0375344
1	518	0.82434
1	527	0.215223
1	536	0.590129
1	545	0.703454
1	554	0.0116623
1	563	0.337619
1	57	0.36042
1	572	0.677458
1	581	0.722498
1	590	0.487576
1	608	0.0525676
